Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_54_771.jpg;-11.16932;1;0;5.009631;111.7707;35.52686;359.882;90.44104;358.7051
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_54_845.jpg;-11.08887;1;0;5.002373;111.7662;35.83025;0.07781669;89.24496;358.7891
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_54_904.jpg;-7.094178;1;0;5.008648;111.7695;36.13184;0.148656;87.89026;358.9079
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_54_971.jpg;-3.116355;1;0;5.018271;111.7841;36.53139;0.1031757;86.47472;359.0233
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_55_037.jpg;0;1;0;5.011394;111.8013;36.83142;0.1023399;86.01337;359.0229
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_55_104.jpg;2.027464;1;0;5.011611;111.8201;37.13182;0.121505;85.87101;359.0405
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_55_171.jpg;0;1;0;5.011646;111.8467;37.53306;0.1890367;85.85443;359.1003
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_55_238.jpg;0;1;0;5.011117;111.8676;37.83484;0.2922674;85.85348;359.1612
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_55_304.jpg;0;1;0;5.005772;111.8888;38.13731;0.4295833;85.85145;359.2448
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_55_370.jpg;0;1;0;5.016917;111.9169;38.54069;0.6252517;85.86139;359.4066
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_55_438.jpg;0;1;0;5.007339;111.9381;38.84346;0.790288;85.88067;359.5438
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_55_504.jpg;0;1;0;5.008789;111.9592;39.14686;0.9813061;85.90288;359.6848
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_55_571.jpg;0;1;0;5.018728;111.987;39.55183;1.254492;85.93761;359.8818
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_55_637.jpg;0;1;0;4.990297;112.008;39.85487;1.442445;85.99272;-0.001550284
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_55_704.jpg;0;1;0;5.018785;112.0309;40.15706;1.570418;85.95976;-0.004080713
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_55_771.jpg;0;1;0;5.003327;112.0607;40.5509;1.280141;85.91635;-0.0005578702
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_55_840.jpg;0;1;0;4.984143;112.0833;40.84737;1.133044;85.88271;-0.00079673
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_55_905.jpg;-1.842656;1;0;5.010854;112.1061;41.14553;1.029615;85.82479;-0.001074838
